OrderID,Order Date,State Code,Warehouse,Distribution Channel,Order Quantity,Unit Price
SO - 0001890,24-03-2015,KS,AXW,Wholesale,41,12.27
SO - 0001893,22-06-2016,SC,AXW,Wholesale,30,36.29
SO - 0001899,05-02-2016,SD,AXW,Wholesale,25,12.55
SO - 0001901,02-06-2015,NE,AXW,Wholesale,31,11.56
SO - 0001927,21-01-2015,MI,AXW,Wholesale,24,27.61
SO - 0001928,29-05-2016,VA,AXW,Wholesale,40,24.37
SO - 0001937,16-04-2015,MD,AXW,Wholesale,17,10.29
SO - 0001943,14-03-2016,MI,AXW,Wholesale,47,170.47
SO - 0001948,08-02-2015,FL,AXW,Wholesale,37,19.58
SO - 0001966,21-06-2016,OH,AXW,Wholesale,40,30.34
SO - 0001967,14-11-2015,KS,AXW,Wholesale,38,29.83
SO - 0001969,11-07-2015,ME,AXW,Wholesale,19,30.15
SO - 0001981,17-06-2015,KS,AXW,Wholesale,31,31.85
SO - 0001989,17-11-2015,ID,AXW,Wholesale,22,36.72
SO - 0001990,07-04-2015,ME,AXW,Wholesale,49,55.13
SO - 0001995,28-01-2016,MI,AXW,Wholesale,21,27.71
SO - 0002009,26-02-2015,NY,AXW,Wholesale,27,11.01
SO - 0002029,15-01-2016,CO,AXW,Wholesale,26,7.16
SO - 0002033,20-08-2015,NM,AXW,Wholesale,35,37.11
SO - 0002054,29-04-2015,AR,AXW,Wholesale,15,14.83
SO - 0002057,23-01-2015,CT,AXW,Wholesale,23,10.00
SO - 0002060,19-02-2016,VA,AXW,Wholesale,22,16.24
SO - 0002070,01-06-2015,WA,AXW,Wholesale,50,75.87
SO - 0002085,11-02-2015,KY,AXW,Wholesale,50,36.38
SO - 0002090,01-05-2015,AZ,AXW,Wholesale,48,85.23
SO - 0002102,11-05-2015,MD,AXW,Wholesale,38,35.23
SO - 0002117,10-03-2016,KS,AXW,Wholesale,48,17.07
SO - 0002121,02-11-2015,ID,AXW,Wholesale,38,10.77
SO - 0002122,01-02-2016,KS,AXW,Wholesale,30,30.21
SO - 0002156,26-03-2016,ID,AXW,Wholesale,48,39.72
SO - 0002164,23-11-2015,SC,AXW,Wholesale,50,35.54
SO - 0002168,21-06-2016,KY,AXW,Wholesale,39,29.31
SO - 0002188,01-03-2016,SD,AXW,Wholesale,39,11.66
SO - 0002194,08-05-2016,WY,AXW,Wholesale,47,26.32
SO - 0002202,21-05-2016,MI,AXW,Wholesale,46,91.45
SO - 0002203,21-08-2015,ME,AXW,Wholesale,48,35.35
SO - 0002206,02-06-2016,IA,AXW,Wholesale,45,17.68
SO - 0002207,16-03-2016,VA,AXW,Wholesale,42,18.12
SO - 0002216,16-03-2016,KS,AXW,Wholesale,40,10.17
SO - 0002217,01-04-2015,LA,AXW,Wholesale,15,28.96
SO - 0002218,21-11-2015,WI,AXW,Wholesale,28,27.47
SO - 0002232,30-08-2015,NY,AXW,Wholesale,37,16.07
SO - 0002257,17-08-2015,LA,AXW,Wholesale,21,15.32
SO - 0002259,15-05-2016,NJ,AXW,Wholesale,41,25.67
SO - 0002267,19-02-2015,WV,AXW,Wholesale,35,11.25
SO - 0002272,14-04-2016,OK,AXW,Wholesale,34,62.56
SO - 0002273,18-05-2015,KY,AXW,Wholesale,23,37.63
SO - 0002287,28-03-2016,DC,AXW,Wholesale,46,25.20
SO - 0002295,19-05-2016,CT,AXW,Wholesale,41,6.41
SO - 0002296,31-05-2016,OH,AXW,Wholesale,47,32.66
SO - 0002306,26-02-2016,WV,AXW,Wholesale,23,56.82
SO - 0002316,20-02-2015,WI,AXW,Wholesale,42,91.34
SO - 0002325,14-01-2016,VA,AXW,Wholesale,47,29.71
SO - 0002337,19-08-2015,MD,AXW,Wholesale,32,92.04
SO - 0002346,31-01-2016,TX,AXW,Wholesale,26,28.63
SO - 0002351,04-02-2016,MN,AXW,Wholesale,44,70.63
SO - 0002358,02-12-2015,MS,AXW,Wholesale,30,26.37
SO - 0002364,12-10-2015,NH,AXW,Wholesale,21,90.12
SO - 0002373,01-06-2015,VT,AXW,Wholesale,46,65.20
SO - 0002386,07-05-2016,CO,AXW,Wholesale,28,6.28
SO - 0002392,29-10-2015,VA,AXW,Wholesale,49,11.67
SO - 0002400,10-02-2016,MT,AXW,Wholesale,21,31.93
SO - 0002401,01-07-2015,KS,AXW,Wholesale,44,37.04
SO - 0002410,31-05-2016,WA,AXW,Wholesale,41,10.74
SO - 0002417,23-04-2015,GA,AXW,Wholesale,27,38.28
SO - 0002430,25-08-2015,MT,AXW,Wholesale,39,34.04
SO - 0002434,27-05-2016,AL,AXW,Wholesale,51,30.45
SO - 0002435,06-02-2016,MS,AXW,Wholesale,32,27.99
SO - 0002449,01-06-2015,NM,AXW,Wholesale,36,11.75
SO - 0002474,29-11-2015,DC,AXW,Wholesale,41,32.37
SO - 0002475,04-06-2015,ID,AXW,Wholesale,39,80.19
SO - 0002480,14-09-2015,MT,AXW,Wholesale,18,18.44
SO - 0002503,09-03-2015,WA,AXW,Wholesale,25,20.31
SO - 0002513,14-11-2015,NY,AXW,Wholesale,47,38.69
SO - 0002518,28-10-2015,WI,AXW,Wholesale,29,39.18
SO - 0002521,25-01-2015,VA,AXW,Wholesale,18,28.04
SO - 0002532,27-02-2016,KY,AXW,Wholesale,18,31.03
SO - 0002533,30-01-2016,NC,AXW,Wholesale,49,31.58
SO - 0002540,11-11-2015,WI,AXW,Wholesale,30,39.12
SO - 0002551,08-08-2015,KS,AXW,Wholesale,48,16.34
SO - 0002557,15-05-2015,PA,AXW,Wholesale,32,173.39
SO - 0002565,17-03-2016,SD,AXW,Wholesale,17,188.61
SO - 0002566,08-01-2015,AL,AXW,Wholesale,36,31.31
SO - 0002576,06-10-2015,NH,AXW,Wholesale,29,35.86
SO - 0002582,13-07-2015,ID,AXW,Wholesale,24,62.99
SO - 0002585,21-11-2015,FL,AXW,Wholesale,52,18.25
SO - 0002601,11-07-2015,MD,AXW,Wholesale,27,163.54
SO - 0002607,31-03-2016,MI,AXW,Wholesale,49,36.98
SO - 0002609,14-05-2016,VA,AXW,Wholesale,41,64.18
SO - 0002610,13-10-2015,NC,AXW,Wholesale,38,35.76
SO - 0002623,21-08-2015,GA,AXW,Wholesale,51,30.60
SO - 0002639,29-09-2015,FL,AXW,Wholesale,41,149.78
SO - 0002643,08-05-2016,PA,AXW,Wholesale,45,64.09
SO - 0002651,19-04-2016,AR,AXW,Wholesale,47,26.39
SO - 0002657,21-07-2015,NM,AXW,Wholesale,35,13.11
SO - 0002665,22-04-2015,MI,AXW,Wholesale,40,18.50
SO - 0002681,01-05-2016,VT,AXW,Wholesale,16,87.41
SO - 0002689,08-05-2016,KY,AXW,Wholesale,51,17.56
SO - 0002701,03-08-2015,KY,AXW,Wholesale,33,27.40
SO - 0002708,13-06-2016,LA,AXW,Wholesale,41,28.65
SO - 0002717,05-10-2015,DC,AXW,Wholesale,25,38.26
SO - 0002722,23-10-2015,AZ,AXW,Wholesale,50,17.10
SO - 0002741,04-06-2015,PA,AXW,Wholesale,32,25.78
SO - 0002744,10-02-2015,ME,AXW,Wholesale,47,39.79
SO - 0002751,08-03-2016,VA,AXW,Wholesale,33,18.01
SO - 0002754,12-05-2015,TX,AXW,Wholesale,44,25.37
SO - 0002758,16-04-2015,OK,AXW,Wholesale,29,6.08
SO - 0002759,17-03-2015,KY,AXW,Wholesale,31,11.26
SO - 0002767,20-02-2016,SD,AXW,Wholesale,42,60.50
SO - 0002768,23-01-2015,KS,AXW,Wholesale,19,16.90
SO - 0002771,09-12-2015,MD,AXW,Wholesale,27,31.22
SO - 0002775,22-05-2016,MN,AXW,Wholesale,15,90.82
SO - 0002779,27-02-2016,GA,AXW,Wholesale,17,34.29
SO - 0002780,22-11-2015,PA,AXW,Wholesale,16,32.05
SO - 0002781,11-04-2016,WA,AXW,Wholesale,42,33.43
SO - 0002788,25-08-2015,WV,AXW,Wholesale,21,25.38
SO - 0002795,08-04-2016,KS,AXW,Wholesale,23,14.88
SO - 0002802,24-01-2016,KS,AXW,Wholesale,16,18.57
SO - 0002808,16-01-2015,SD,AXW,Wholesale,42,61.97
SO - 0002818,02-05-2015,RI,AXW,Wholesale,19,83.18
SO - 0002837,17-08-2015,SD,AXW,Wholesale,21,25.80
SO - 0002838,23-10-2015,WY,AXW,Wholesale,24,27.63
SO - 0002844,24-04-2016,NM,AXW,Wholesale,27,11.68
SO - 0002846,18-07-2015,CO,AXW,Wholesale,21,26.98
SO - 0002869,26-06-2016,WA,AXW,Wholesale,32,12.12
SO - 0002876,02-04-2016,AR,AXW,Wholesale,37,77.21
SO - 0002880,28-05-2016,ID,AXW,Wholesale,45,17.49
SO - 0002883,23-07-2015,AL,AXW,Wholesale,26,30.60
SO - 0002888,01-08-2015,VA,AXW,Wholesale,24,51.63
SO - 0002889,08-04-2015,NM,AXW,Wholesale,51,76.81
SO - 0002911,01-05-2015,WA,AXW,Wholesale,32,10.10
SO - 0002914,19-05-2015,GA,AXW,Wholesale,40,56.89
SO - 0002952,01-04-2015,MN,AXW,Wholesale,31,58.03
SO - 0002953,06-07-2015,LA,AXW,Wholesale,42,39.54
SO - 0002967,01-02-2015,AR,AXW,Wholesale,20,30.21
SO - 0002977,27-01-2015,ME,AXW,Wholesale,24,70.69
SO - 0003009,27-02-2016,ME,AXW,Wholesale,15,17.00
SO - 0003011,30-12-2015,ME,AXW,Wholesale,22,25.91
SO - 0003024,17-05-2015,SD,AXW,Wholesale,26,185.46
SO - 0003026,22-02-2016,PA,AXW,Wholesale,23,36.34
SO - 0003027,31-03-2015,VA,AXW,Wholesale,40,37.26
SO - 0003038,19-07-2015,KS,AXW,Wholesale,46,38.05
SO - 0003052,05-05-2016,FL,AXW,Wholesale,30,92.19
SO - 0003063,08-09-2015,AL,AXW,Wholesale,52,17.09
SO - 0003066,10-08-2015,VA,AXW,Wholesale,30,64.09
SO - 0003096,31-05-2015,VA,AXW,Wholesale,29,169.75
SO - 0003097,07-10-2015,SD,AXW,Wholesale,34,63.17
SO - 0003110,27-01-2016,OH,AXW,Wholesale,34,64.37
SO - 0003118,23-07-2015,LA,AXW,Wholesale,29,62.42
SO - 0003123,05-04-2016,LA,AXW,Wholesale,45,16.83
SO - 0003143,18-09-2015,NM,AXW,Wholesale,45,86.04
SO - 0003148,11-08-2015,CO,AXW,Wholesale,36,67.98
SO - 0003163,18-08-2015,MD,AXW,Wholesale,50,52.43
SO - 0003165,25-05-2015,MD,AXW,Wholesale,47,26.14
SO - 0003178,28-06-2015,SD,AXW,Wholesale,45,90.82
SO - 0003191,05-03-2016,OK,AXW,Wholesale,22,14.34
SO - 0003201,31-12-2015,DC,AXW,Wholesale,38,24.68
SO - 0003203,25-06-2015,KS,AXW,Wholesale,29,13.77
SO - 0003213,14-06-2015,PA,AXW,Wholesale,38,17.69
SO - 0003214,06-07-2015,NM,AXW,Wholesale,20,32.58
SO - 0003215,22-06-2015,TX,AXW,Wholesale,21,150.67
SO - 0003218,18-02-2015,MN,AXW,Wholesale,25,35.20
SO - 0003223,24-07-2015,NC,AXW,Wholesale,48,39.91
SO - 0003226,04-06-2016,ND,AXW,Wholesale,46,31.87
SO - 0003230,23-04-2015,WV,AXW,Wholesale,23,10.20
SO - 0003233,18-04-2015,TX,AXW,Wholesale,34,17.59
SO - 0003243,24-11-2015,NC,AXW,Wholesale,38,57.46
SO - 0003251,24-06-2016,WI,AXW,Wholesale,52,31.17
SO - 0003260,15-01-2016,KY,AXW,Wholesale,23,33.83
SO - 0003267,20-11-2015,KY,AXW,Wholesale,34,11.83
SO - 0003269,05-11-2015,ND,AXW,Wholesale,51,62.36
SO - 0003270,16-01-2016,NM,AXW,Wholesale,38,59.13
SO - 0003272,17-03-2016,OH,AXW,Wholesale,16,10.80
SO - 0003293,14-04-2015,KY,AXW,Wholesale,17,27.61
SO - 0003294,03-08-2015,NJ,AXW,Wholesale,37,11.61
SO - 0003296,20-12-2015,ND,AXW,Wholesale,39,34.38
SO - 0003304,19-05-2016,NC,AXW,Wholesale,31,41.06
SO - 0003324,30-06-2015,PA,AXW,Wholesale,43,31.65
SO - 0003330,02-02-2016,NJ,AXW,Wholesale,28,27.13
SO - 0003340,15-03-2016,ME,AXW,Wholesale,31,65.60
SO - 0003343,12-04-2015,VA,AXW,Wholesale,50,81.57
SO - 0003350,28-04-2015,NC,AXW,Wholesale,16,20.12
SO - 0003351,06-04-2015,DE,AXW,Wholesale,28,16.07
SO - 0003367,20-03-2016,WA,AXW,Wholesale,45,11.09
SO - 0003381,29-10-2015,FL,AXW,Wholesale,29,61.17
SO - 0003383,30-04-2016,CT,AXW,Wholesale,50,59.88
SO - 0003391,08-08-2015,NH,AXW,Wholesale,19,28.78
SO - 0003393,18-11-2015,SC,AXW,Wholesale,38,7.63
SO - 0003407,27-11-2015,RI,AXW,Wholesale,33,84.86
SO - 0003413,14-12-2015,NH,AXW,Wholesale,21,164.44
SO - 0003428,23-04-2016,MD,AXW,Wholesale,20,24.37
SO - 0003447,04-05-2015,TX,AXW,Wholesale,25,57.25
SO - 0003450,05-05-2016,KY,AXW,Wholesale,37,147.24
SO - 0003471,14-07-2015,KS,AXW,Wholesale,20,17.36
SO - 0003486,11-04-2015,TX,AXW,Wholesale,44,25.27
SO - 0003502,18-01-2015,GA,AXW,Wholesale,39,162.13
SO - 0003520,23-03-2015,FL,AXW,Wholesale,48,40.92
SO - 0003525,05-08-2015,WV,AXW,Wholesale,35,25.91
SO - 0003527,06-08-2015,NC,AXW,Wholesale,34,55.51
SO - 0003530,21-11-2015,NE,AXW,Wholesale,45,17.94
SO - 0003531,10-09-2015,TX,AXW,Wholesale,23,31.92
SO - 0003535,05-01-2016,ID,AXW,Wholesale,21,14.15
SO - 0003555,22-05-2015,NH,AXW,Wholesale,37,16.71
SO - 0003564,04-03-2016,WI,AXW,Wholesale,22,26.19
SO - 0003567,25-04-2016,VA,AXW,Wholesale,51,28.00
SO - 0003573,27-08-2015,KY,AXW,Wholesale,30,10.92
SO - 0003579,01-02-2016,NY,AXW,Wholesale,23,16.63
SO - 0003605,18-11-2015,WA,AXW,Wholesale,22,6.40
SO - 0003609,09-02-2016,WV,AXW,Wholesale,38,31.96
SO - 0003625,06-09-2015,FL,AXW,Wholesale,21,27.11
SO - 0003627,31-01-2016,OK,AXW,Wholesale,37,146.83
SO - 0003631,07-06-2015,LA,AXW,Wholesale,18,18.08
SO - 0003633,21-11-2015,NC,AXW,Wholesale,38,83.88
SO - 0003635,01-12-2015,WI,AXW,Wholesale,16,72.36
SO - 0003656,23-09-2015,WI,AXW,Wholesale,45,18.98
SO - 0003671,02-03-2016,VA,AXW,Wholesale,45,18.46
SO - 0003685,25-07-2015,LA,AXW,Wholesale,23,11.73
SO - 0003688,02-05-2016,TX,AXW,Wholesale,44,25.85
SO - 0003693,09-03-2016,NJ,AXW,Wholesale,31,66.80
SO - 0003702,20-11-2015,DC,AXW,Wholesale,44,12.77
SO - 0003713,10-02-2016,ID,AXW,Wholesale,47,20.65
SO - 0003718,05-12-2015,AR,AXW,Wholesale,47,25.06
SO - 0003725,10-10-2015,NM,AXW,Wholesale,26,12.90
SO - 0003726,11-09-2015,RI,AXW,Wholesale,34,92.53
SO - 0003756,09-05-2015,VT,AXW,Wholesale,47,32.97
SO - 0003761,21-06-2016,OH,AXW,Wholesale,43,58.81
SO - 0003765,28-10-2015,FL,AXW,Wholesale,36,27.07
SO - 0003770,22-05-2015,MI,AXW,Wholesale,24,30.00
SO - 0003773,22-05-2016,PA,AXW,Wholesale,45,25.89
SO - 0003787,16-02-2016,MT,AXW,Wholesale,47,81.15
SO - 0003792,05-05-2015,FL,AXW,Wholesale,18,28.81
SO - 0003813,28-03-2015,TX,AXW,Wholesale,35,24.27
SO - 0003824,29-01-2016,ND,AXW,Wholesale,23,27.79
SO - 0003828,26-11-2015,WA,AXW,Wholesale,28,16.08
SO - 0003836,18-01-2016,LA,AXW,Wholesale,17,57.79
SO - 0003841,24-12-2015,MD,AXW,Wholesale,42,28.51
SO - 0003843,16-11-2015,WI,AXW,Wholesale,52,16.71
SO - 0003866,30-01-2016,NM,AXW,Wholesale,21,11.28
SO - 0003876,21-04-2016,VA,AXW,Wholesale,41,12.74
SO - 0003883,02-10-2015,NJ,AXW,Wholesale,17,146.92
SO - 0003886,05-06-2015,SD,AXW,Wholesale,18,17.24
SO - 0003892,06-05-2016,NE,AXW,Wholesale,51,28.02
SO - 0003895,14-01-2015,KS,AXW,Wholesale,44,57.55
SO - 0003896,11-01-2015,MT,AXW,Wholesale,36,31.99
SO - 0003901,26-01-2015,WA,AXW,Wholesale,34,10.26
SO - 0003906,04-06-2016,VA,AXW,Wholesale,24,34.69
SO - 0003913,22-05-2015,WA,AXW,Wholesale,35,17.22
SO - 0003917,01-09-2015,MN,AXW,Wholesale,37,38.97
SO - 0003919,14-01-2016,NC,AXW,Wholesale,46,26.17
SO - 0003921,20-01-2015,KY,AXW,Wholesale,36,24.02
SO - 0003938,28-11-2015,NH,AXW,Wholesale,49,10.68
SO - 0003949,28-06-2015,VT,AXW,Wholesale,25,63.01
SO - 0003965,23-05-2016,NE,AXW,Wholesale,50,85.33
SO - 0003966,11-03-2016,MI,AXW,Wholesale,21,35.42
SO - 0003973,13-08-2015,KY,AXW,Wholesale,37,35.56
SO - 0003974,04-03-2015,KS,AXW,Wholesale,37,7.67
SO - 0003975,11-04-2015,AL,AXW,Wholesale,21,40.87
SO - 0003976,11-12-2015,ID,AXW,Wholesale,32,33.11
SO - 0003979,14-06-2016,WV,AXW,Wholesale,17,34.48
SO - 0003981,28-09-2015,IA,AXW,Wholesale,37,6.58
SO - 0003984,18-12-2015,KS,AXW,Wholesale,32,14.89
SO - 0003985,10-08-2015,NM,AXW,Wholesale,31,13.74
SO - 0003997,20-04-2015,SD,AXW,Wholesale,47,13.09
SO - 0004003,28-05-2015,ME,AXW,Wholesale,15,33.61
SO - 0004012,10-02-2016,ID,AXW,Wholesale,44,31.94
SO - 0004028,18-07-2015,KY,AXW,Wholesale,26,29.71
SO - 0004035,23-02-2015,WA,AXW,Wholesale,37,35.91
SO - 0004065,25-09-2015,MN,AXW,Wholesale,20,70.43
SO - 0004066,11-04-2016,KY,AXW,Wholesale,16,32.43
SO - 0004073,08-08-2015,MI,AXW,Wholesale,42,53.86
SO - 0004080,05-04-2015,ID,AXW,Wholesale,41,52.55
SO - 0004085,16-05-2016,CO,AXW,Wholesale,37,6.31
SO - 0004096,26-06-2015,SD,AXW,Wholesale,36,26.18
SO - 0004101,02-01-2016,VT,AXW,Wholesale,26,19.09
SO - 0004107,19-02-2015,ME,AXW,Wholesale,15,11.45
SO - 0004114,26-04-2016,SD,AXW,Wholesale,17,11.44
SO - 0004120,05-12-2015,ND,AXW,Wholesale,33,148.84
SO - 0004124,03-01-2016,WI,AXW,Wholesale,16,25.20
SO - 0004129,13-04-2016,GA,AXW,Wholesale,32,28.35
SO - 0004159,25-04-2015,ID,AXW,Wholesale,22,34.30
SO - 0004205,25-08-2015,KS,AXW,Wholesale,44,10.94
SO - 0004206,22-04-2015,FL,AXW,Wholesale,48,25.45
SO - 0004208,06-03-2016,ID,AXW,Wholesale,41,34.90
SO - 0004210,25-06-2015,GA,AXW,Wholesale,17,26.70
SO - 0004226,03-07-2015,LA,AXW,Wholesale,34,18.11
SO - 0004258,10-07-2015,DC,AXW,Wholesale,44,32.53
SO - 0004279,19-02-2015,MD,AXW,Wholesale,28,26.83
SO - 0004284,15-04-2016,OH,AXW,Wholesale,24,36.71
SO - 0004289,21-03-2016,TX,AXW,Wholesale,51,12.60
SO - 0004295,21-06-2016,NJ,AXW,Wholesale,52,52.47
SO - 0004298,19-05-2016,NC,AXW,Wholesale,25,92.21
SO - 0004306,12-08-2015,KY,AXW,Wholesale,20,17.93
SO - 0004314,21-05-2015,WA,AXW,Wholesale,29,52.18
SO - 0004326,26-05-2015,ME,AXW,Wholesale,35,71.83
SO - 0004327,04-01-2016,CT,AXW,Wholesale,52,11.24
SO - 0004341,01-03-2016,VA,AXW,Wholesale,30,7.11
SO - 0004344,09-12-2015,WV,AXW,Wholesale,24,61.60
SO - 0004355,02-04-2016,NC,AXW,Wholesale,43,81.94
SO - 0004357,21-05-2015,NY,AXW,Wholesale,27,25.02
SO - 0004361,06-01-2015,IA,AXW,Wholesale,22,13.08
SO - 0004365,24-10-2015,SD,AXW,Wholesale,24,51.63
SO - 0004369,23-02-2015,MI,AXW,Wholesale,35,29.84
SO - 0004415,29-04-2015,MD,AXW,Wholesale,17,13.41
SO - 0004418,06-04-2016,AZ,AXW,Wholesale,43,26.18
SO - 0004420,28-11-2015,WV,AXW,Wholesale,32,10.45
SO - 0004421,12-05-2016,MT,AXW,Wholesale,30,30.09
SO - 0004437,31-01-2016,VA,AXW,Wholesale,43,16.02
SO - 0004438,23-05-2016,MD,AXW,Wholesale,44,63.31
SO - 0004447,09-03-2015,ND,AXW,Wholesale,39,64.22
SO - 0004448,13-03-2015,VA,AXW,Wholesale,34,6.02
SO - 0004452,27-06-2015,PA,AXW,Wholesale,34,60.12
SO - 0004453,10-04-2016,MD,AXW,Wholesale,41,7.52
SO - 0004467,24-06-2015,ME,AXW,Wholesale,18,10.50
SO - 0004481,08-02-2015,VA,AXW,Wholesale,49,27.20
SO - 0004485,11-11-2015,FL,AXW,Wholesale,39,39.65
SO - 0004486,03-08-2015,GA,AXW,Wholesale,45,6.40
SO - 0004490,28-08-2015,ND,AXW,Wholesale,16,27.01
SO - 0004494,17-12-2015,VA,AXW,Wholesale,19,65.08
SO - 0004497,07-02-2016,MD,AXW,Wholesale,22,12.93
SO - 0004501,01-02-2015,MS,AXW,Wholesale,32,11.77
SO - 0004507,28-03-2015,DE,AXW,Wholesale,17,34.09
SO - 0004510,11-02-2016,IA,AXW,Wholesale,44,188.55
SO - 0004512,08-05-2015,ID,AXW,Wholesale,33,7.74
SO - 0004516,27-07-2015,NM,AXW,Wholesale,31,36.72
SO - 0004535,19-02-2016,NM,AXW,Wholesale,37,60.40
SO - 0004562,08-01-2016,AL,AXW,Wholesale,42,11.96
SO - 0004575,28-02-2016,FL,AXW,Wholesale,23,35.88
SO - 0004589,23-08-2015,ME,AXW,Wholesale,51,64.78
SO - 0004590,15-06-2015,KS,AXW,Wholesale,48,33.46
SO - 0004591,28-07-2015,KY,AXW,Wholesale,39,69.88
SO - 0004592,11-05-2015,LA,AXW,Wholesale,42,18.92
SO - 0004597,28-01-2016,ID,AXW,Wholesale,27,17.31
SO - 0004631,12-11-2015,MN,AXW,Wholesale,40,26.71
SO - 0004638,26-09-2015,TX,AXW,Wholesale,28,36.25
SO - 0004648,04-03-2015,MT,AXW,Wholesale,17,31.62
SO - 0004661,17-03-2016,NJ,AXW,Wholesale,38,26.71
SO - 0004663,23-09-2015,NM,AXW,Wholesale,16,31.91
SO - 0004686,30-09-2015,NM,AXW,Wholesale,22,181.77
SO - 0004691,30-01-2015,CT,AXW,Wholesale,48,91.04
SO - 0004699,27-05-2016,ID,AXW,Wholesale,34,76.65
SO - 0004727,30-05-2016,MT,AXW,Wholesale,43,12.15
SO - 0004729,20-08-2015,WI,AXW,Wholesale,41,6.26
SO - 0004731,10-03-2015,OK,AXW,Wholesale,40,11.43
SO - 0004750,04-05-2016,MT,AXW,Wholesale,20,32.13
SO - 0004773,31-05-2016,FL,AXW,Wholesale,18,7.43
SO - 0004786,09-01-2015,NY,AXW,Wholesale,24,18.48
SO - 0004790,11-12-2015,VA,AXW,Wholesale,50,16.98
SO - 0004809,27-04-2016,TX,AXW,Wholesale,36,60.84
SO - 0004818,17-09-2015,MD,AXW,Wholesale,38,160.82
SO - 0004826,25-06-2016,RI,AXW,Wholesale,49,28.17
SO - 0004844,12-09-2015,SC,AXW,Wholesale,20,155.30
SO - 0004848,11-04-2016,ME,AXW,Wholesale,26,19.18
SO - 0004851,07-03-2016,SD,AXW,Wholesale,20,178.30
SO - 0004855,20-06-2015,SD,AXW,Wholesale,26,6.31
SO - 0004859,26-02-2016,KY,AXW,Wholesale,28,32.60
SO - 0004864,18-05-2016,TX,AXW,Wholesale,49,93.83
SO - 0004865,07-08-2015,NM,AXW,Wholesale,40,34.36
SO - 0004867,07-05-2016,SC,AXW,Wholesale,36,29.21
SO - 0004894,23-08-2015,WI,AXW,Wholesale,46,19.38
SO - 0004922,12-06-2015,SD,AXW,Wholesale,41,32.78
SO - 0004954,11-01-2016,MT,AXW,Wholesale,44,36.58
SO - 0004958,07-04-2015,VA,AXW,Wholesale,31,160.38
SO - 0004966,04-05-2015,WV,AXW,Wholesale,16,26.83
SO - 0004967,07-03-2015,NJ,AXW,Wholesale,33,30.77
SO - 0004975,18-01-2015,TX,AXW,Wholesale,31,12.64
SO - 0004978,01-12-2015,NY,AXW,Wholesale,44,83.74
SO - 0004982,04-02-2015,LA,AXW,Wholesale,21,26.65
SO - 0004983,24-11-2015,LA,AXW,Wholesale,31,176.71
SO - 0005005,12-04-2015,FL,AXW,Wholesale,22,67.16
SO - 0005008,20-05-2015,WI,AXW,Wholesale,44,54.61
SO - 0005010,13-02-2016,WI,AXW,Wholesale,48,31.41
SO - 0005016,21-06-2016,KS,AXW,Wholesale,19,84.19
SO - 0005020,06-04-2015,MT,AXW,Wholesale,33,76.77
SO - 0005021,28-03-2015,FL,AXW,Wholesale,25,19.30
SO - 0005040,11-01-2015,MD,AXW,Wholesale,32,26.68
SO - 0005041,07-06-2015,KS,AXW,Wholesale,49,76.55
SO - 0005046,29-01-2015,CT,AXW,Wholesale,45,20.03
SO - 0005054,26-07-2015,PA,AXW,Wholesale,51,31.21
SO - 0005059,25-02-2016,NM,AXW,Wholesale,23,16.94
SO - 0005061,10-01-2015,MD,AXW,Wholesale,51,14.77
SO - 0005063,08-05-2016,NM,AXW,Wholesale,47,63.65
SO - 0005070,20-01-2015,FL,AXW,Wholesale,19,19.12
SO - 0005088,04-11-2015,VA,AXW,Wholesale,42,67.14
SO - 0005089,15-03-2015,NM,AXW,Wholesale,41,10.24
SO - 0005092,10-04-2015,WY,AXW,Wholesale,42,56.69
SO - 0005094,08-02-2016,MT,AXW,Wholesale,38,71.75
SO - 0005095,09-05-2015,NM,AXW,Wholesale,50,25.58
SO - 0005115,26-01-2015,LA,AXW,Wholesale,27,29.98
SO - 0005121,07-05-2016,VA,AXW,Wholesale,19,36.81
SO - 0005134,21-01-2015,NJ,AXW,Wholesale,18,18.50
SO - 0005147,24-01-2016,KS,AXW,Wholesale,37,151.24
SO - 0005149,28-10-2015,TX,AXW,Wholesale,21,12.01
SO - 0005153,01-07-2015,DC,AXW,Wholesale,49,31.34
SO - 0005158,22-10-2015,NY,AXW,Wholesale,38,34.94
SO - 0005162,04-07-2015,KY,AXW,Wholesale,38,30.19
SO - 0005168,17-04-2016,PA,AXW,Wholesale,15,38.10
SO - 0005187,23-06-2016,RI,AXW,Wholesale,41,66.46
SO - 0005190,25-06-2016,ME,AXW,Wholesale,21,10.30
SO - 0005192,31-01-2016,NY,AXW,Wholesale,30,6.67
SO - 0005196,13-02-2016,MD,AXW,Wholesale,52,31.82
SO - 0005214,14-01-2016,VA,AXW,Wholesale,25,89.15
SO - 0005218,06-05-2016,SD,AXW,Wholesale,27,76.16
SO - 0005221,23-01-2015,NM,AXW,Wholesale,30,25.89
SO - 0005224,16-06-2015,WI,AXW,Wholesale,45,30.38
SO - 0005242,11-01-2015,AR,AXW,Wholesale,40,15.20
SO - 0005247,18-12-2015,NC,AXW,Wholesale,43,67.22
SO - 0005249,04-04-2016,SD,AXW,Wholesale,50,26.47
SO - 0005261,30-01-2015,MI,AXW,Wholesale,42,153.34
SO - 0005269,18-05-2015,NC,AXW,Wholesale,42,24.25
SO - 0005270,07-01-2015,PA,AXW,Wholesale,34,88.65
