OrderID,Order Date,State Code,Warehouse,Distribution Channel,Order Quantity,Unit Price
SO - 0003027,2015-03-31,VA,AXW,Wholesale,40,37.26
SO - 0003038,2015-07-19,KS,AXW,Wholesale,46,38.05
SO - 0003052,2016-05-05,FL,AXW,Wholesale,30,92.19
SO - 0003063,2015-08-09,AL,AXW,Wholesale,52,17.09
SO - 0003066,2015-10-08,VA,AXW,Wholesale,30,64.09
SO - 0003096,2015-05-31,VA,AXW,Wholesale,29,169.75
SO - 0003097,2015-07-10,SD,AXW,Wholesale,34,63.17
SO - 0003110,2016-01-27,OH,AXW,Wholesale,34,64.37
SO - 0003118,2015-07-23,LA,AXW,Wholesale,29,62.42
SO - 0003123,2016-05-04,LA,AXW,Wholesale,45,16.83
SO - 0003143,2015-09-18,NM,AXW,Wholesale,45,86.04
SO - 0003148,2015-11-08,CO,AXW,Wholesale,36,67.98
SO - 0003163,2015-08-18,MD,AXW,Wholesale,50,52.43
SO - 0003165,2015-05-25,MD,AXW,Wholesale,47,26.14
SO - 0003178,2015-06-28,SD,AXW,Wholesale,45,90.82
SO - 0003191,2016-05-03,OK,AXW,Wholesale,22,14.34
SO - 0003201,2015-12-31,DC,AXW,Wholesale,38,24.68
SO - 0003203,2015-06-25,KS,AXW,Wholesale,29,13.77
SO - 0003213,2015-06-14,PA,AXW,Wholesale,38,17.69
SO - 0003214,2015-06-07,NM,AXW,Wholesale,20,32.58
SO - 0003215,2015-06-22,TX,AXW,Wholesale,21,150.67
SO - 0003218,2015-02-18,MN,AXW,Wholesale,25,35.2
SO - 0003223,2015-07-24,NC,AXW,Wholesale,48,39.91
SO - 0003226,2016-04-06,ND,AXW,Wholesale,46,31.87
SO - 0003230,2015-04-23,WV,AXW,Wholesale,23,10.2
SO - 0003233,2015-04-18,TX,AXW,Wholesale,34,17.59
SO - 0003243,2015-11-24,NC,AXW,Wholesale,38,57.46
SO - 0003251,2016-06-24,WI,AXW,Wholesale,52,31.17
SO - 0003260,2016-01-15,KY,AXW,Wholesale,23,33.83
SO - 0003267,2015-11-20,KY,AXW,Wholesale,34,11.83
SO - 0003269,2015-05-11,ND,AXW,Wholesale,51,62.36
SO - 0003270,2016-01-16,NM,AXW,Wholesale,38,59.13
SO - 0003272,2016-03-17,OH,AXW,Wholesale,16,10.8
SO - 0003293,2015-04-14,KY,AXW,Wholesale,17,27.61
SO - 0003294,2015-03-08,NJ,AXW,Wholesale,37,11.61
SO - 0003296,2015-12-20,ND,AXW,Wholesale,39,34.38
SO - 0003304,2016-05-19,NC,AXW,Wholesale,31,41.06
SO - 0003324,2015-06-30,PA,AXW,Wholesale,43,31.65
SO - 0003330,2016-02-02,NJ,AXW,Wholesale,28,27.13
SO - 0003340,2016-03-15,ME,AXW,Wholesale,31,65.6
SO - 0003343,2015-12-04,VA,AXW,Wholesale,50,81.57
SO - 0003350,2015-04-28,NC,AXW,Wholesale,16,20.12
SO - 0003351,2015-06-04,DE,AXW,Wholesale,28,16.07
SO - 0003367,2016-03-20,WA,AXW,Wholesale,45,11.09
SO - 0003381,2015-10-29,FL,AXW,Wholesale,29,61.17
SO - 0003383,2016-04-30,CT,AXW,Wholesale,50,59.88
SO - 0003391,2015-08-08,NH,AXW,Wholesale,19,28.78
SO - 0003393,2015-11-18,SC,AXW,Wholesale,38,7.63
SO - 0003407,2015-11-27,RI,AXW,Wholesale,33,84.86
SO - 0003413,2015-12-14,NH,AXW,Wholesale,21,164.44
SO - 0003428,2016-04-23,MD,AXW,Wholesale,20,24.37
SO - 0003447,2015-04-05,TX,AXW,Wholesale,25,57.25
SO - 0003450,2016-05-05,KY,AXW,Wholesale,37,147.24
SO - 0003471,2015-07-14,KS,AXW,Wholesale,20,17.36
SO - 0003486,2015-11-04,TX,AXW,Wholesale,44,25.27
SO - 0003502,2015-01-18,GA,AXW,Wholesale,39,162.13
SO - 0003520,2015-03-23,FL,AXW,Wholesale,48,40.92
SO - 0003525,2015-05-08,WV,AXW,Wholesale,35,25.91
SO - 0003527,2015-06-08,NC,AXW,Wholesale,34,55.51
SO - 0003530,2015-11-21,NE,AXW,Wholesale,45,17.94
SO - 0003531,2015-10-09,TX,AXW,Wholesale,23,31.92
SO - 0003535,2016-05-01,ID,AXW,Wholesale,21,14.15
SO - 0003555,2015-05-22,NH,AXW,Wholesale,37,16.71
SO - 0003564,2016-04-03,WI,AXW,Wholesale,22,26.19
SO - 0003567,2016-04-25,VA,AXW,Wholesale,51,28.0
SO - 0003573,2015-08-27,KY,AXW,Wholesale,30,10.92
SO - 0003579,2016-01-02,NY,AXW,Wholesale,23,16.63
SO - 0003605,2015-11-18,WA,AXW,Wholesale,22,6.4
SO - 0003609,2016-09-02,WV,AXW,Wholesale,38,31.96
SO - 0003625,2015-06-09,FL,AXW,Wholesale,21,27.11
SO - 0003627,2016-01-31,OK,AXW,Wholesale,37,146.83
SO - 0003631,2015-07-06,LA,AXW,Wholesale,18,18.08
SO - 0003633,2015-11-21,NC,AXW,Wholesale,38,83.88
SO - 0003635,2015-01-12,WI,AXW,Wholesale,16,72.36
SO - 0003656,2015-09-23,WI,AXW,Wholesale,45,18.98
SO - 0003671,2016-02-03,VA,AXW,Wholesale,45,18.46
SO - 0003685,2015-07-25,LA,AXW,Wholesale,23,11.73
SO - 0003688,2016-02-05,TX,AXW,Wholesale,44,25.85
SO - 0003693,2016-09-03,NJ,AXW,Wholesale,31,66.8
SO - 0003702,2015-11-20,DC,AXW,Wholesale,44,12.77
SO - 0003713,2016-10-02,ID,AXW,Wholesale,47,20.65
SO - 0003718,2015-05-12,AR,AXW,Wholesale,47,25.06
SO - 0003725,2015-10-10,NM,AXW,Wholesale,26,12.9
SO - 0003726,2015-11-09,RI,AXW,Wholesale,34,92.53
SO - 0003756,2015-09-05,VT,AXW,Wholesale,47,32.97
SO - 0003761,2016-06-21,OH,AXW,Wholesale,43,58.81
SO - 0003765,2015-10-28,FL,AXW,Wholesale,36,27.07
SO - 0003770,2015-05-22,MI,AXW,Wholesale,24,30.0
SO - 0003773,2016-05-22,PA,AXW,Wholesale,45,25.89
SO - 0003787,2016-02-16,MT,AXW,Wholesale,47,81.15
SO - 0003792,2015-05-05,FL,AXW,Wholesale,18,28.81
SO - 0003813,2015-03-28,TX,AXW,Wholesale,35,24.27
SO - 0003824,2016-01-29,ND,AXW,Wholesale,23,27.79
SO - 0003828,2015-11-26,WA,AXW,Wholesale,28,16.08
SO - 0003836,2016-01-18,LA,AXW,Wholesale,17,57.79
SO - 0003841,2015-12-24,MD,AXW,Wholesale,42,28.51
SO - 0003843,2015-11-16,WI,AXW,Wholesale,52,16.71
SO - 0003866,2016-01-30,NM,AXW,Wholesale,21,11.28
SO - 0003876,2016-04-21,VA,AXW,Wholesale,41,12.74
SO - 0003883,2015-02-10,NJ,AXW,Wholesale,17,146.92
SO - 0003886,2015-05-06,SD,AXW,Wholesale,18,17.24
SO - 0003892,2016-06-05,NE,AXW,Wholesale,51,28.02
SO - 0003895,2015-01-14,KS,AXW,Wholesale,44,57.55
SO - 0003896,2015-11-01,MT,AXW,Wholesale,36,31.99
SO - 0003901,2015-01-26,WA,AXW,Wholesale,34,10.26
SO - 0003906,2016-04-06,VA,AXW,Wholesale,24,34.69
SO - 0003913,2015-05-22,WA,AXW,Wholesale,35,17.22
SO - 0003917,2015-01-09,MN,AXW,Wholesale,37,38.97
SO - 0003919,2016-01-14,NC,AXW,Wholesale,46,26.17
SO - 0003921,2015-01-20,KY,AXW,Wholesale,36,24.02
SO - 0003938,2015-11-28,NH,AXW,Wholesale,49,10.68
SO - 0003949,2015-06-28,VT,AXW,Wholesale,25,63.01
SO - 0003965,2016-05-23,NE,AXW,Wholesale,50,85.33
SO - 0003966,2016-11-03,MI,AXW,Wholesale,21,35.42
SO - 0003973,2015-08-13,KY,AXW,Wholesale,37,35.56
SO - 0003974,2015-04-03,KS,AXW,Wholesale,37,7.67
SO - 0003975,2015-11-04,AL,AXW,Wholesale,21,40.87
SO - 0003976,2015-11-12,ID,AXW,Wholesale,32,33.11
SO - 0003979,2016-06-14,WV,AXW,Wholesale,17,34.48
SO - 0003981,2015-09-28,IA,AXW,Wholesale,37,6.58
SO - 0003984,2015-12-18,KS,AXW,Wholesale,32,14.89
SO - 0003985,2015-10-08,NM,AXW,Wholesale,31,13.74
SO - 0003997,2015-04-20,SD,AXW,Wholesale,47,13.09
SO - 0004003,2015-05-28,ME,AXW,Wholesale,15,33.61
SO - 0004012,2016-10-02,ID,AXW,Wholesale,44,31.94
SO - 0004028,2015-07-18,KY,AXW,Wholesale,26,29.71
SO - 0004035,2015-02-23,WA,AXW,Wholesale,37,35.91
SO - 0004065,2015-09-25,MN,AXW,Wholesale,20,70.43
SO - 0004066,2016-11-04,KY,AXW,Wholesale,16,32.43
SO - 0004073,2015-08-08,MI,AXW,Wholesale,42,53.86
SO - 0004080,2015-05-04,ID,AXW,Wholesale,41,52.55
SO - 0004085,2016-05-16,CO,AXW,Wholesale,37,6.31
SO - 0004096,2015-06-26,SD,AXW,Wholesale,36,26.18
SO - 0004101,2016-02-01,VT,AXW,Wholesale,26,19.09
SO - 0004107,2015-02-19,ME,AXW,Wholesale,15,11.45
SO - 0004114,2016-04-26,SD,AXW,Wholesale,17,11.44
SO - 0004120,2015-05-12,ND,AXW,Wholesale,33,148.84
SO - 0004124,2016-03-01,WI,AXW,Wholesale,16,25.2
SO - 0004129,2016-04-13,GA,AXW,Wholesale,32,28.35
SO - 0004159,2015-04-25,ID,AXW,Wholesale,22,34.3
SO - 0004205,2015-08-25,KS,AXW,Wholesale,44,10.94
SO - 0004206,2015-04-22,FL,AXW,Wholesale,48,25.45
SO - 0004208,2016-06-03,ID,AXW,Wholesale,41,34.9
SO - 0004210,2015-06-25,GA,AXW,Wholesale,17,26.7
SO - 0004226,2015-03-07,LA,AXW,Wholesale,34,18.11
SO - 0004258,2015-10-07,DC,AXW,Wholesale,44,32.53
SO - 0004279,2015-02-19,MD,AXW,Wholesale,28,26.83
SO - 0004284,2016-04-15,OH,AXW,Wholesale,24,36.71
SO - 0004289,2016-03-21,TX,AXW,Wholesale,51,12.6
SO - 0004295,2016-06-21,NJ,AXW,Wholesale,52,52.47
SO - 0004298,2016-05-19,NC,AXW,Wholesale,25,92.21
SO - 0004306,2015-12-08,KY,AXW,Wholesale,20,17.93
SO - 0004314,2015-05-21,WA,AXW,Wholesale,29,52.18
SO - 0004326,2015-05-26,ME,AXW,Wholesale,35,71.83
SO - 0004327,2016-04-01,CT,AXW,Wholesale,52,11.24
SO - 0004341,2016-01-03,VA,AXW,Wholesale,30,7.11
SO - 0004344,2015-09-12,WV,AXW,Wholesale,24,61.6
SO - 0004355,2016-02-04,NC,AXW,Wholesale,43,81.94
SO - 0004357,2015-05-21,NY,AXW,Wholesale,27,25.02
SO - 0004361,2015-06-01,IA,AXW,Wholesale,22,13.08
SO - 0004365,2015-10-24,SD,AXW,Wholesale,24,51.63
SO - 0004369,2015-02-23,MI,AXW,Wholesale,35,29.84
SO - 0004415,2015-04-29,MD,AXW,Wholesale,17,13.41
SO - 0004418,2016-06-04,AZ,AXW,Wholesale,43,26.18
SO - 0004420,2015-11-28,WV,AXW,Wholesale,32,10.45
SO - 0004421,2016-12-05,MT,AXW,Wholesale,30,30.09
SO - 0004437,2016-01-31,VA,AXW,Wholesale,43,16.02
SO - 0004438,2016-05-23,MD,AXW,Wholesale,44,63.31
SO - 0004447,2015-09-03,ND,AXW,Wholesale,39,64.22
SO - 0004448,2015-03-13,VA,AXW,Wholesale,34,6.02
SO - 0004452,2015-06-27,PA,AXW,Wholesale,34,60.12
SO - 0004453,2016-10-04,MD,AXW,Wholesale,41,7.52
SO - 0004467,2015-06-24,ME,AXW,Wholesale,18,10.5
SO - 0004481,2015-08-02,VA,AXW,Wholesale,49,27.2
SO - 0004485,2015-11-11,FL,AXW,Wholesale,39,39.65
SO - 0004486,2015-03-08,GA,AXW,Wholesale,45,6.4
SO - 0004490,2015-08-28,ND,AXW,Wholesale,16,27.01
SO - 0004494,2015-12-17,VA,AXW,Wholesale,19,65.08
SO - 0004497,2016-07-02,MD,AXW,Wholesale,22,12.93
SO - 0004501,2015-01-02,MS,AXW,Wholesale,32,11.77
SO - 0004507,2015-03-28,DE,AXW,Wholesale,17,34.09
SO - 0004510,2016-11-02,IA,AXW,Wholesale,44,188.55
SO - 0004512,2015-08-05,ID,AXW,Wholesale,33,7.74
SO - 0004516,2015-07-27,NM,AXW,Wholesale,31,36.72
SO - 0004535,2016-02-19,NM,AXW,Wholesale,37,60.4
SO - 0004562,2016-08-01,AL,AXW,Wholesale,42,11.96
SO - 0004575,2016-02-28,FL,AXW,Wholesale,23,35.88
SO - 0004589,2015-08-23,ME,AXW,Wholesale,51,64.78
SO - 0004590,2015-06-15,KS,AXW,Wholesale,48,33.46
SO - 0004591,2015-07-28,KY,AXW,Wholesale,39,69.88
SO - 0004592,2015-11-05,LA,AXW,Wholesale,42,18.92
SO - 0004597,2016-01-28,ID,AXW,Wholesale,27,17.31
SO - 0004631,2015-12-11,MN,AXW,Wholesale,40,26.71
SO - 0004638,2015-09-26,TX,AXW,Wholesale,28,36.25
SO - 0004648,2015-04-03,MT,AXW,Wholesale,17,31.62
SO - 0004661,2016-03-17,NJ,AXW,Wholesale,38,26.71
SO - 0004663,2015-09-23,NM,AXW,Wholesale,16,31.91
SO - 0004686,2015-09-30,NM,AXW,Wholesale,22,181.77
SO - 0004691,2015-01-30,CT,AXW,Wholesale,48,91.04
SO - 0004699,2016-05-27,ID,AXW,Wholesale,34,76.65
SO - 0004727,2016-05-30,MT,AXW,Wholesale,43,12.15
SO - 0004729,2015-08-20,WI,AXW,Wholesale,41,6.26
SO - 0004731,2015-10-03,OK,AXW,Wholesale,40,11.43
SO - 0004750,2016-04-05,MT,AXW,Wholesale,20,32.13
SO - 0004773,2016-05-31,FL,AXW,Wholesale,18,7.43
SO - 0004786,2015-09-01,NY,AXW,Wholesale,24,18.48
SO - 0004790,2015-11-12,VA,AXW,Wholesale,50,16.98
SO - 0004809,2016-04-27,TX,AXW,Wholesale,36,60.84
SO - 0004818,2015-09-17,MD,AXW,Wholesale,38,160.82
SO - 0004826,2016-06-25,RI,AXW,Wholesale,49,28.17
SO - 0004844,2015-12-09,SC,AXW,Wholesale,20,155.3
SO - 0004848,2016-11-04,ME,AXW,Wholesale,26,19.18
SO - 0004851,2016-07-03,SD,AXW,Wholesale,20,178.3
SO - 0004855,2015-06-20,SD,AXW,Wholesale,26,6.31
SO - 0004859,2016-02-26,KY,AXW,Wholesale,28,32.6
SO - 0004864,2016-05-18,TX,AXW,Wholesale,49,93.83
SO - 0004865,2015-07-08,NM,AXW,Wholesale,40,34.36
SO - 0004867,2016-07-05,SC,AXW,Wholesale,36,29.21
SO - 0004894,2015-08-23,WI,AXW,Wholesale,46,19.38
SO - 0004922,2015-12-06,SD,AXW,Wholesale,41,32.78
SO - 0004954,2016-11-01,MT,AXW,Wholesale,44,36.58
SO - 0004958,2015-07-04,VA,AXW,Wholesale,31,160.38
SO - 0004966,2015-04-05,WV,AXW,Wholesale,16,26.83
SO - 0004967,2015-07-03,NJ,AXW,Wholesale,33,30.77
SO - 0004975,2015-01-18,TX,AXW,Wholesale,31,12.64
SO - 0004978,2015-01-12,NY,AXW,Wholesale,44,83.74
SO - 0004982,2015-04-02,LA,AXW,Wholesale,21,26.65
SO - 0004983,2015-11-24,LA,AXW,Wholesale,31,176.71
SO - 0005005,2015-12-04,FL,AXW,Wholesale,22,67.16
SO - 0005008,2015-05-20,WI,AXW,Wholesale,44,54.61
SO - 0005010,2016-02-13,WI,AXW,Wholesale,48,31.41
SO - 0005016,2016-06-21,KS,AXW,Wholesale,19,84.19
SO - 0005020,2015-06-04,MT,AXW,Wholesale,33,76.77
SO - 0005021,2015-03-28,FL,AXW,Wholesale,25,19.3
SO - 0005040,2015-11-01,MD,AXW,Wholesale,32,26.68
SO - 0005041,2015-07-06,KS,AXW,Wholesale,49,76.55
SO - 0005046,2015-01-29,CT,AXW,Wholesale,45,20.03
SO - 0005054,2015-07-26,PA,AXW,Wholesale,51,31.21
SO - 0005059,2016-02-25,NM,AXW,Wholesale,23,16.94
SO - 0005061,2015-10-01,MD,AXW,Wholesale,51,14.77
SO - 0005063,2016-08-05,NM,AXW,Wholesale,47,63.65
SO - 0005070,2015-01-20,FL,AXW,Wholesale,19,19.12
SO - 0005088,2015-04-11,VA,AXW,Wholesale,42,67.14
SO - 0005089,2015-03-15,NM,AXW,Wholesale,41,10.24
SO - 0005092,2015-10-04,WY,AXW,Wholesale,42,56.69
SO - 0005094,2016-08-02,MT,AXW,Wholesale,38,71.75
SO - 0005095,2015-09-05,NM,AXW,Wholesale,50,25.58
SO - 0005115,2015-01-26,LA,AXW,Wholesale,27,29.98
SO - 0005121,2016-07-05,VA,AXW,Wholesale,19,36.81
SO - 0005134,2015-01-21,NJ,AXW,Wholesale,18,18.5
SO - 0005147,2016-01-24,KS,AXW,Wholesale,37,151.24
SO - 0005149,2015-10-28,TX,AXW,Wholesale,21,12.01
SO - 0005153,2015-01-07,DC,AXW,Wholesale,49,31.34
SO - 0005158,2015-10-22,NY,AXW,Wholesale,38,34.94
SO - 0005162,2015-04-07,KY,AXW,Wholesale,38,30.19
SO - 0005168,2016-04-17,PA,AXW,Wholesale,15,38.1
SO - 0005187,2016-06-23,RI,AXW,Wholesale,41,66.46
SO - 0005190,2016-06-25,ME,AXW,Wholesale,21,10.3
SO - 0005192,2016-01-31,NY,AXW,Wholesale,30,6.67
SO - 0005196,2016-02-13,MD,AXW,Wholesale,52,31.82
SO - 0005214,2016-01-14,VA,AXW,Wholesale,25,89.15
SO - 0005218,2016-06-05,SD,AXW,Wholesale,27,76.16
SO - 0005221,2015-01-23,NM,AXW,Wholesale,30,25.89
SO - 0005224,2015-06-16,WI,AXW,Wholesale,45,30.38
SO - 0005242,2015-11-01,AR,AXW,Wholesale,40,15.2
SO - 0005247,2015-12-18,NC,AXW,Wholesale,43,67.22
SO - 0005249,2016-04-04,SD,AXW,Wholesale,50,26.47
SO - 0005261,2015-01-30,MI,AXW,Wholesale,42,153.34
SO - 0005269,2015-05-18,NC,AXW,Wholesale,42,24.25
SO - 0005270,2015-07-01,PA,AXW,Wholesale,34,88.65
SO - 0005279,2015-06-05,ND,AXW,Wholesale,27,25.79
SO - 0005297,2016-03-28,FL,AXW,Wholesale,15,10.21
SO - 0005299,2016-11-02,SD,AXW,Wholesale,29,62.87
SO - 0005313,2015-07-16,WA,AXW,Wholesale,19,33.0
SO - 0005315,2015-06-27,DE,AXW,Wholesale,40,66.33
SO - 0005317,2015-02-08,NM,AXW,Wholesale,34,51.02
SO - 0005318,2015-09-07,NY,AXW,Wholesale,38,26.18
SO - 0005329,2015-01-22,DC,AXW,Wholesale,52,11.44
SO - 0005331,2015-07-15,DC,AXW,Wholesale,31,26.55
SO - 0005333,2015-04-23,TX,AXW,Wholesale,52,161.9
SO - 0005338,2016-09-03,MD,AXW,Wholesale,42,81.44
SO - 0005342,2015-09-04,OH,AXW,Wholesale,27,181.01
SO - 0005347,2015-07-26,WI,AXW,Wholesale,35,39.46
SO - 0005359,2016-04-27,WY,AXW,Wholesale,41,14.0
SO - 0005363,2015-08-04,WY,AXW,Wholesale,18,25.63
SO - 0005384,2016-05-13,KY,AXW,Wholesale,36,17.3
SO - 0005388,2016-06-24,NY,AXW,Wholesale,37,16.42
SO - 0005397,2016-01-31,ID,AXW,Wholesale,22,25.6
SO - 0005400,2016-03-04,SC,AXW,Wholesale,41,17.45
SO - 0005403,2015-10-30,NM,AXW,Wholesale,39,35.14
SO - 0005412,2015-11-29,ID,AXW,Wholesale,51,26.9
SO - 0005413,2016-04-23,FL,AXW,Wholesale,45,182.66
SO - 0005415,2015-11-26,KY,AXW,Wholesale,41,84.2
SO - 0005417,2015-05-29,NY,AXW,Wholesale,22,6.05
SO - 0005425,2016-12-05,NM,AXW,Wholesale,25,25.82
SO - 0005434,2016-04-13,VT,AXW,Wholesale,29,31.18
SO - 0005442,2016-03-22,DE,AXW,Wholesale,41,28.21
SO - 0005445,2015-02-03,PA,AXW,Wholesale,18,27.66
SO - 0005452,2015-10-28,TX,AXW,Wholesale,18,37.43
SO - 0005454,2015-12-29,VA,AXW,Wholesale,41,36.74
SO - 0005472,2015-04-19,NC,AXW,Wholesale,36,30.83
SO - 0005478,2016-05-25,NM,AXW,Wholesale,42,34.04
SO - 0005486,2015-10-15,KS,AXW,Wholesale,24,26.41
SO - 0005521,2015-09-07,PA,AXW,Wholesale,29,34.45
SO - 0005529,2016-01-01,DC,AXW,Wholesale,19,19.25
SO - 0005532,2015-12-25,SD,AXW,Wholesale,27,12.2
SO - 0005551,2015-05-27,RI,AXW,Wholesale,19,25.07
SO - 0005557,2016-02-28,FL,AXW,Wholesale,40,27.29
SO - 0005563,2015-07-08,MI,AXW,Wholesale,43,16.37
SO - 0005567,2016-02-22,DC,AXW,Wholesale,16,16.3
SO - 0005575,2016-01-17,KY,AXW,Wholesale,43,30.32
SO - 0005576,2016-01-01,TX,AXW,Wholesale,51,35.41
SO - 0005579,2015-09-27,TX,AXW,Wholesale,45,27.08
SO - 0005590,2015-01-22,NH,AXW,Wholesale,15,28.95
SO - 0005596,2015-04-19,SD,AXW,Wholesale,20,15.01
SO - 0005602,2016-07-05,KY,AXW,Wholesale,42,27.22
SO - 0005606,2015-01-05,VT,AXW,Wholesale,49,26.0
SO - 0005610,2015-10-08,VA,AXW,Wholesale,41,36.3
SO - 0005612,2016-05-06,MD,AXW,Wholesale,35,66.93
SO - 0005613,2015-02-03,WV,AXW,Wholesale,20,58.24
SO - 0005615,2015-12-03,KY,AXW,Wholesale,36,14.09
SO - 0005616,2015-03-02,MT,AXW,Wholesale,24,6.06
SO - 0005631,2016-02-28,VA,AXW,Wholesale,33,18.42
SO - 0005639,2016-04-20,SD,AXW,Wholesale,30,65.84
SO - 0005656,2015-07-16,ME,AXW,Wholesale,43,27.58
SO - 0005659,2015-10-07,ME,AXW,Wholesale,22,17.81
SO - 0005674,2016-08-02,MD,AXW,Wholesale,21,37.7
SO - 0005694,2016-03-01,WI,AXW,Wholesale,24,10.57
SO - 0005703,2016-01-04,KS,AXW,Wholesale,15,63.29
SO - 0005704,2015-05-26,AZ,AXW,Wholesale,36,62.45
SO - 0005707,2016-03-29,ID,AXW,Wholesale,38,37.43
SO - 0005708,2015-09-27,CT,AXW,Wholesale,39,191.16
SO - 0005710,2016-05-14,KY,AXW,Wholesale,16,18.99
SO - 0005726,2015-10-17,DC,AXW,Wholesale,20,25.08
SO - 0005737,2015-05-19,WA,AXW,Wholesale,19,6.43
SO - 0005746,2015-10-26,NH,AXW,Wholesale,31,38.15
SO - 0005753,2015-04-11,VA,AXW,Wholesale,49,27.17
SO - 0005759,2015-11-19,ME,AXW,Wholesale,45,72.25
SO - 0005760,2015-07-19,KS,AXW,Wholesale,46,10.31
SO - 0005762,2015-07-02,MT,AXW,Wholesale,49,91.35
SO - 0005763,2015-07-28,WI,AXW,Wholesale,30,26.46
SO - 0005790,2016-05-20,OK,AXW,Wholesale,24,10.15
SO - 0005795,2016-05-26,FL,AXW,Wholesale,39,34.69
SO - 0005796,2015-06-08,OK,AXW,Wholesale,15,19.34
SO - 0005797,2015-11-02,MD,AXW,Wholesale,16,35.38
SO - 0005853,2015-10-15,ID,AXW,Wholesale,21,31.07
SO - 0005859,2015-04-24,OK,AXW,Wholesale,23,31.45
SO - 0005883,2015-06-11,WY,AXW,Wholesale,27,7.75
SO - 0005891,2015-09-16,MI,AXW,Wholesale,30,26.25
SO - 0005925,2015-08-04,WI,AXW,Wholesale,22,19.38
SO - 0005936,2015-10-19,FL,AXW,Wholesale,18,18.04
SO - 0005947,2016-03-04,ME,AXW,Wholesale,25,37.15
SO - 0005964,2015-10-11,PA,AXW,Wholesale,39,54.18
SO - 0005969,2015-11-19,VA,AXW,Wholesale,21,51.6
SO - 0005971,2016-09-02,VA,AXW,Wholesale,46,26.03
SO - 0005977,2015-11-23,ND,AXW,Wholesale,30,11.28
SO - 0005983,2015-05-07,MT,AXW,Wholesale,28,29.68
SO - 0006016,2015-10-26,WI,AXW,Wholesale,39,50.33
SO - 0006018,2016-06-23,SD,AXW,Wholesale,19,63.66
SO - 0006028,2015-01-15,AZ,AXW,Wholesale,44,190.05
SO - 0006032,2015-06-03,WI,AXW,Wholesale,29,32.01
SO - 0006033,2015-04-12,ND,AXW,Wholesale,46,68.06
SO - 0006036,2016-12-02,MD,AXW,Wholesale,24,29.47
SO - 0006037,2015-03-24,NM,AXW,Wholesale,25,16.3
SO - 0006060,2016-04-26,GA,AXW,Wholesale,31,35.71
SO - 0006062,2015-10-01,DE,AXW,Wholesale,22,16.33
SO - 0006068,2015-01-26,MD,AXW,Wholesale,52,52.89
SO - 0006074,2015-12-22,NY,AXW,Wholesale,29,39.95
SO - 0006105,2015-07-27,PA,AXW,Wholesale,24,25.88
SO - 0006114,2015-07-27,RI,AXW,Wholesale,37,20.09
SO - 0006119,2015-09-23,OH,AXW,Wholesale,50,37.5
SO - 0006121,2016-03-06,MT,AXW,Wholesale,39,6.61
SO - 0006141,2015-10-20,VA,AXW,Wholesale,24,18.34
SO - 0006153,2016-12-03,KY,AXW,Wholesale,45,7.43
SO - 0006168,2015-06-02,VA,AXW,Wholesale,32,10.83
SO - 0006171,2016-09-03,MI,AXW,Wholesale,49,25.25
SO - 0006172,2015-03-02,NY,AXW,Wholesale,35,168.95
SO - 0006176,2015-03-24,VA,AXW,Wholesale,35,53.26
SO - 0006182,2015-06-27,WY,AXW,Wholesale,17,12.08
SO - 0006186,2015-04-26,WA,AXW,Wholesale,16,56.56
SO - 0006197,2016-01-15,KY,AXW,Wholesale,51,13.79
SO - 0006210,2015-04-28,VA,AXW,Wholesale,28,57.34
SO - 0006222,2015-03-05,MT,AXW,Wholesale,49,32.33
SO - 0006224,2015-09-07,MD,AXW,Wholesale,23,50.83
SO - 0006227,2015-08-29,KS,AXW,Wholesale,47,25.48
SO - 0006254,2015-06-18,MI,AXW,Wholesale,37,31.21
SO - 0006270,2016-02-29,WY,AXW,Wholesale,22,13.83
SO - 0006273,2016-03-15,SC,AXW,Wholesale,33,10.38
SO - 0006278,2016-06-21,MI,AXW,Wholesale,25,7.43
SO - 0006284,2015-01-19,NY,AXW,Wholesale,27,6.04
SO - 0006300,2016-05-27,DC,AXW,Wholesale,51,32.36
SO - 0006302,2015-10-09,MD,AXW,Wholesale,15,11.75
SO - 0006308,2016-11-01,FL,AXW,Wholesale,50,63.22
SO - 0006316,2015-12-26,ID,AXW,Wholesale,31,11.25
SO - 0006321,2015-09-06,FL,AXW,Wholesale,28,6.69
SO - 0006324,2015-04-24,PA,AXW,Wholesale,41,30.07
SO - 0006325,2015-04-15,ID,AXW,Wholesale,40,40.23
SO - 0006326,2015-01-12,OH,AXW,Wholesale,48,66.15
SO - 0006335,2016-02-13,WA,AXW,Wholesale,39,10.42
SO - 0006340,2015-02-06,WA,AXW,Wholesale,22,87.9
SO - 0006341,2016-05-01,MD,AXW,Wholesale,20,25.81
SO - 0006352,2015-10-22,AZ,AXW,Wholesale,42,10.69
SO - 0006357,2015-12-13,NM,AXW,Wholesale,45,6.21
SO - 0006360,2015-12-04,NH,AXW,Wholesale,15,40.05
SO - 0006365,2016-03-02,SD,AXW,Wholesale,48,29.87
SO - 0006366,2015-01-09,LA,AXW,Wholesale,37,78.64
SO - 0006389,2015-09-17,VT,AXW,Wholesale,49,31.41
SO - 0006391,2016-04-30,AL,AXW,Wholesale,22,63.01
SO - 0006392,2015-06-17,DC,AXW,Wholesale,38,26.52
SO - 0006402,2015-02-25,IA,AXW,Wholesale,22,16.88
